"TG-GATEs","dose","dose_unit","time","time_unit","parameter","parameter_type","value","value_unit","outcome","source"
"ethionamide",100,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",17.6,"s",0,"TG-GATEs"
"ethionamide",100,"mg/kg",4,"day","Fibrinogen","Hematology",200,"mg/dL",1,"TG-GATEs"
"ethionamide",100,"mg/kg",4,"day","Platelet count","Hematology",1302,"x10E3/uL",0,"TG-GATEs"
"ethionamide",100,"mg/kg",4,"day","White blood cell count","Hematology",12.4,"x10E3/uL",0,"TG-GATEs"
"ethionamide",100,"mg/kg",4,"day","Erythrocyte count","Hematology",6.68,"x10E6/uL",0,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Hemoglobin","Hematology",14.3,"g/dL",0,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Hematocrit","Hematology",42.3,"%",0,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Mean corpuscular volume","Hematology",62.3,"FL",0,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",21,"pg",1,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",33.8,"%",1,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Neutrophil","Hematology",22,"%",1,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Monocyte","Hematology",7,"%",1,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Lymphocyte","Hematology",69,"%",1,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",17.2,"s",0,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Fibrinogen","Hematology",212,"mg/dL",1,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Platelet count","Hematology",1562,"x10E3/uL",1,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","White blood cell count","Hematology",15,"x10E3/uL",0,"TG-GATEs"
"ethionamide",100,"mg/kg",8,"day","Erythrocyte count","Hematology",6.82,"x10E6/uL",0,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Hemoglobin","Hematology",16.7,"g/dL",1,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Hematocrit","Hematology",48.8,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Mean corpuscular volume","Hematology",61.6,"FL",0,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",21.2,"pg",1,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",34,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Neutrophil","Hematology",28,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Monocyte","Hematology",7,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Lymphocyte","Hematology",63,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",18.8,"s",0,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Fibrinogen","Hematology",164,"mg/dL",1,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Platelet count","Hematology",1238,"x10E3/uL",0,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","White blood cell count","Hematology",11.5,"x10E3/uL",0,"TG-GATEs"
"ethionamide",300,"mg/kg",4,"day","Erythrocyte count","Hematology",7.92,"x10E6/uL",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Hemoglobin","Hematology",16.1,"g/dL",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Hematocrit","Hematology",46.7,"%",0,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Mean corpuscular volume","Hematology",59.3,"FL",0,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",20.1,"pg",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",33.8,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Neutrophil","Hematology",42,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Eosinophil","Hematology",3,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Monocyte","Hematology",8,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Lymphocyte","Hematology",50,"%",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",23.3,"s",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Fibrinogen","Hematology",179,"mg/dL",1,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Platelet count","Hematology",1249,"x10E3/uL",0,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","White blood cell count","Hematology",13.3,"x10E3/uL",0,"TG-GATEs"
"ethionamide",300,"mg/kg",8,"day","Erythrocyte count","Hematology",8.03,"x10E6/uL",1,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Hemoglobin","Hematology",13.1,"g/dL",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Hematocrit","Hematology",39.3,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Mean corpuscular volume","Hematology",61.9,"FL",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",20.8,"pg",1,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",33.5,"%",1,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Neutrophil","Hematology",20,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Lymphocyte","Hematology",75,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",22.2,"s",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Fibrinogen","Hematology",210,"mg/dL",1,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Platelet count","Hematology",1237,"x10E3/uL",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","White blood cell count","Hematology",11.03,"x10E3/uL",0,"TG-GATEs"
"ethionine",25,"mg/kg",4,"day","Erythrocyte count","Hematology",6.28,"x10E6/uL",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Hemoglobin","Hematology",13.7,"g/dL",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Hematocrit","Hematology",39.9,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Mean corpuscular volume","Hematology",61.2,"FL",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",21,"pg",1,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",34.4,"%",1,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Neutrophil","Hematology",13,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Monocyte","Hematology",2,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Lymphocyte","Hematology",83,"%",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",23,"s",1,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Fibrinogen","Hematology",207,"mg/dL",1,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Platelet count","Hematology",1192,"x10E3/uL",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","White blood cell count","Hematology",9.47,"x10E3/uL",0,"TG-GATEs"
"ethionine",25,"mg/kg",8,"day","Erythrocyte count","Hematology",6.66,"x10E6/uL",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Hemoglobin","Hematology",14.1,"g/dL",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Hematocrit","Hematology",41.4,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Mean corpuscular volume","Hematology",61.8,"FL",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",21.1,"pg",1,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",33.6,"%",1,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Neutrophil","Hematology",10,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Lymphocyte","Hematology",85,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",24.6,"s",1,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Fibrinogen","Hematology",205,"mg/dL",1,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Platelet count","Hematology",1131,"x10E3/uL",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","White blood cell count","Hematology",9.81,"x10E3/uL",0,"TG-GATEs"
"ethionine",80,"mg/kg",4,"day","Erythrocyte count","Hematology",6.7,"x10E6/uL",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Hemoglobin","Hematology",14.2,"g/dL",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Hematocrit","Hematology",42.1,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Mean corpuscular volume","Hematology",61,"FL",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",20.7,"pg",1,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",33.9,"%",1,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Neutrophil","Hematology",14,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Monocyte","Hematology",2,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Lymphocyte","Hematology",82,"%",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",25.5,"s",1,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Fibrinogen","Hematology",218,"mg/dL",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Platelet count","Hematology",1205,"x10E3/uL",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","White blood cell count","Hematology",11.53,"x10E3/uL",0,"TG-GATEs"
"ethionine",80,"mg/kg",8,"day","Erythrocyte count","Hematology",6.85,"x10E6/uL",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Hemoglobin","Hematology",15.1,"g/dL",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Hematocrit","Hematology",43.4,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Mean corpuscular volume","Hematology",63.4,"FL",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",21.4,"pg",1,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",34.1,"%",1,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Neutrophil","Hematology",9,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Monocyte","Hematology",2,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Lymphocyte","Hematology",87,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",25.7,"s",1,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Fibrinogen","Hematology",205,"mg/dL",1,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Platelet count","Hematology",1210,"x10E3/uL",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","White blood cell count","Hematology",9.39,"x10E3/uL",0,"TG-GATEs"
"ethionine",250,"mg/kg",4,"day","Erythrocyte count","Hematology",6.91,"x10E6/uL",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Hemoglobin","Hematology",15,"g/dL",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Hematocrit","Hematology",43.9,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Mean corpuscular volume","Hematology",62,"FL",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",21.2,"pg",1,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",34,"%",1,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Neutrophil","Hematology",14,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Eosinophil","Hematology",0,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Monocyte","Hematology",2,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Lymphocyte","Hematology",83,"%",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",28.1,"s",1,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Fibrinogen","Hematology",210,"mg/dL",1,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Platelet count","Hematology",872,"x10E3/uL",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","White blood cell count","Hematology",10.57,"x10E3/uL",0,"TG-GATEs"
"ethionine",250,"mg/kg",8,"day","Erythrocyte count","Hematology",7.09,"x10E6/uL",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Hemoglobin","Hematology",14.1,"g/dL",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Hematocrit","Hematology",41.5,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Mean corpuscular volume","Hematology",64.9,"FL",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",22,"pg",1,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",33.7,"%",1,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Neutrophil","Hematology",12,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Monocyte","Hematology",6,"%",1,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Lymphocyte","Hematology",81,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",16.7,"s",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Fibrinogen","Hematology",222,"mg/dL",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Platelet count","Hematology",1200,"x10E3/uL",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","White blood cell count","Hematology",10.2,"x10E3/uL",0,"TG-GATEs"
"etoposide",3,"mg/kg",4,"day","Erythrocyte count","Hematology",6.4,"x10E6/uL",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Hemoglobin","Hematology",14.2,"g/dL",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Hematocrit","Hematology",41.8,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Mean corpuscular volume","Hematology",63.1,"FL",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",21.6,"pg",1,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",33.6,"%",1,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Neutrophil","Hematology",13,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Monocyte","Hematology",4,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Lymphocyte","Hematology",82,"%",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",16.7,"s",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Fibrinogen","Hematology",216,"mg/dL",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Platelet count","Hematology",1249,"x10E3/uL",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","White blood cell count","Hematology",9.98,"x10E3/uL",0,"TG-GATEs"
"etoposide",3,"mg/kg",8,"day","Erythrocyte count","Hematology",6.46,"x10E6/uL",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Hemoglobin","Hematology",13.8,"g/dL",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Hematocrit","Hematology",40.9,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Mean corpuscular volume","Hematology",66.8,"FL",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",22.4,"pg",1,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",33.8,"%",1,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Neutrophil","Hematology",14,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Monocyte","Hematology",7,"%",1,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Lymphocyte","Hematology",77,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",17.5,"s",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Fibrinogen","Hematology",226,"mg/dL",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Platelet count","Hematology",1357,"x10E3/uL",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","White blood cell count","Hematology",8.68,"x10E3/uL",0,"TG-GATEs"
"etoposide",10,"mg/kg",4,"day","Erythrocyte count","Hematology",6.12,"x10E6/uL",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Hemoglobin","Hematology",14.1,"g/dL",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Hematocrit","Hematology",41.8,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Mean corpuscular volume","Hematology",62.4,"FL",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",21.4,"pg",1,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",33.8,"%",1,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Neutrophil","Hematology",15,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Monocyte","Hematology",6,"%",1,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Lymphocyte","Hematology",78,"%",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",17.1,"s",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Fibrinogen","Hematology",222,"mg/dL",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Platelet count","Hematology",1249,"x10E3/uL",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","White blood cell count","Hematology",9.37,"x10E3/uL",0,"TG-GATEs"
"etoposide",10,"mg/kg",8,"day","Erythrocyte count","Hematology",6.71,"x10E6/uL",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Hemoglobin","Hematology",14.2,"g/dL",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Hematocrit","Hematology",42.2,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Mean corpuscular volume","Hematology",65.7,"FL",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",22.3,"pg",1,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",33.9,"%",1,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Neutrophil","Hematology",9,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Monocyte","Hematology",5,"%",1,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Lymphocyte","Hematology",85,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",17,"s",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Fibrinogen","Hematology",224,"mg/dL",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Platelet count","Hematology",1253,"x10E3/uL",0,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","White blood cell count","Hematology",6.1,"x10E3/uL",1,"TG-GATEs"
"etoposide",30,"mg/kg",4,"day","Erythrocyte count","Hematology",6.69,"x10E6/uL",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Hemoglobin","Hematology",13.7,"g/dL",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Hematocrit","Hematology",40.4,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Mean corpuscular volume","Hematology",62.4,"FL",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",21.2,"pg",1,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",33.9,"%",1,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Neutrophil","Hematology",12,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Monocyte","Hematology",5,"%",1,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Lymphocyte","Hematology",81,"%",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",17.9,"s",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Fibrinogen","Hematology",212,"mg/dL",1,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Platelet count","Hematology",1367,"x10E3/uL",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","White blood cell count","Hematology",6.12,"x10E3/uL",0,"TG-GATEs"
"etoposide",30,"mg/kg",8,"day","Erythrocyte count","Hematology",6.49,"x10E6/uL",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Hemoglobin","Hematology",13.4,"g/dL",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Hematocrit","Hematology",37,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Mean corpuscular volume","Hematology",62.3,"FL",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Mean corpuscular hemoglobin","Hematology",22,"pg",1,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Mean corpuscular hemoglobin concentration","Hematology",35.3,"%",1,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Neutrophil","Hematology",16,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Monocyte","Hematology",3,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Lymphocyte","Hematology",78,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Activated partial thromboplastin time","Hematology",19.7,"s",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Fibrinogen","Hematology",228,"mg/dL",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Platelet count","Hematology",1229,"x10E3/uL",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","White blood cell count","Hematology",8.29,"x10E3/uL",0,"TG-GATEs"
"famotidine",100,"mg/kg",4,"day","Erythrocyte count","Hematology",6.04,"x10E6/uL",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Hemoglobin","Hematology",13.5,"g/dL",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Hematocrit","Hematology",37.7,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Mean corpuscular volume","Hematology",62.1,"FL",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Mean corpuscular hemoglobin","Hematology",22.1,"pg",1,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Mean corpuscular hemoglobin concentration","Hematology",35.7,"%",1,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Neutrophil","Hematology",17,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Eosinophil","Hematology",1,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Basophil","Hematology",0,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Monocyte","Hematology",2,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Lymphocyte","Hematology",79,"%",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Activated partial thromboplastin time","Hematology",21.1,"s",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Fibrinogen","Hematology",217,"mg/dL",0,"TG-GATEs"
"famotidine",100,"mg/kg",8,"day","Platelet count","Hematology",1113,"x10E3/uL",0,"TG-GATEs"
